n_predictions,n_cases,mrr_aa,mrr_cn,hit10_aa,hit10_cn,year
591922,100000,0.42399099128983,0.420980777186034,0.698588665398482,0.693040637110971,2008
744301,100000,0.364252360421147,0.358166174234747,0.627085009962367,0.620226225680202,2010
619553,100000,0.426460431403015,0.422836102435129,0.695168936313762,0.68762155941461,2012
821174,100000,0.358076587801671,0.349348969651941,0.617022701644231,0.609241159608073,2014
737698,100000,0.359826891583591,0.352222417639253,0.620354128654273,0.612265452800469,2016
780321,100000,0.324485961180186,0.316606181904859,0.602687868197831,0.594279789983866,2018
779578,100000,0.300147824741705,0.293390079862639,0.5898640033454,0.580828345592102,2020
785937,100000,0.290579909383328,0.284713649104743,0.582668839868845,0.573107004759924,2022
850520,100000,0.285025992525483,0.28055571699265,0.573348069416357,0.56449348633777,2024
